name,name_cn,info,score,score_count,rank,type,tags
放学后失眠的你,君は放課後インソムニア,13话 /  2023年4月10日 / 池田ユウキ / オジロマコト 「君は放課後インソムニア」（小学館「週刊ビッグコミックスピリッツ」連載中） / 福田裕樹,7.2,(4338人评分),Rank 1870,,"校园,TV,恋爱,日本,漫画改,2023年4月,日常,治愈,LINDENFILMS,2023,青春,漫改,LIDENFILMS,纯爱,2023年,天文,摄影,社团,季番,TVA,动画,池田由纪,池田ユウキ"
吞噬星空 宇宙篇,,2023年10月3日 / 我吃西红柿,6.4,(107人评分),Rank 4411,,"科幻,战斗,冒险,小说改,中国,WEB,国产,网文改,国漫,3D,玄机科技,2023,续集,国产动画,国创,3？,动画,腾讯,玄幻,年番,机甲,龙傲天,TV,厕纸"
吸血鬼马上死 第二季,吸血鬼すぐ死ぬ2,12话 /  2023年1月9日 / 神志那弘志 / 盆ノ木至（秋田書店「週刊少年チャンピオン」連載） / 中野繭子；副人物设定：松本まみ子,6.8,(552人评分),Rank 3480,,"TV,日本,奇幻,漫画改,日常,搞笑,2023年1月,MADHouse,2023,漫改,吸血鬼,续作,未确定,福山潤,2023年,续集,吐槽,沙雕,涩涩"
告白……,,2话 /  2023年4月28日 / 「告白……」（さ〜くる・ヘモグロビン）,4.7,(81人评分),Rank 8484,,
咒术回战 第二季,呪術廻戦 第2期,23话 /  2023年7月6日 / 御所園翔太 / 芥見下々（集英社「週刊少年ジャンプ」連載） / 平松禎史、小磯沙矢香、[副]森光恵,7.2,(7501人评分),Rank 1898,,"TV,日本,奇幻,漫画改,战斗,MAPPA,2023年7月,热血,咒术回战,2023,漫改,JUMP,续作,中村悠一,2023年,日本动画,瀬古浩司,搞笑,作画,濑古浩司,半年番,校园,日漫,TVA,2023年10月,动画,2024,第二季,御所園翔太,御所园翔太"
呱呱呱,,1话 /  2023年8月5日,,(少于10人评分),,,"国产,短片,2023,原创,动画,中国,寻光小宇宙奖,BV14j411r7iA"
命运拳台,命运拳台,12话 /  2023年12月22日 / 李豪凌,6.3,(250人评分),Rank 5345,,"奇幻,原创,战斗,中国,WEB,国创,机甲,国产,2023,萌系,3D,李豪凌,搞笑,动画,治愈,TV,国漫,2024年1月,3？,阿梓"
哑舍 动态漫 第二季,哑舍 动态漫 第二季,40话 /  2023年1月3日 / 刘杰,,(少于10人评分),,,"奇幻,中国,动态漫画,2023,国产,哑舍"
哪吒蓉宝奇遇记,,1话 /  2023年2月5日,,(少于10人评分),,,"WEB,国产,3D,2023,原创,广告,短片"
喜羊羊与灰太狼之勇闯四季城,,60话 /  2023年1月6日 / 陈辉衍、何英强,5.7,(37人评分),,,"TV,中国,喜羊羊与灰太狼,国产,原创动力,搞笑,原创,2023,2023年,中国动画,国漫,动画,子供向,TVA,黄伟明,广州原创动力文化,喜灰,郭敏棋,何英强,陈辉衍,祖晴"
喜羊羊与灰太狼之遨游神秘洋,,60话 /  2023年7月6日,5.6,(25人评分),,,"TV,中国,国产,喜羊羊与灰太狼,原创动力,国漫,动画,原创,子供向,奇幻,热血,战斗,胡丹,容裕庆,郭敏棋"
喵能战士,喵能战士,26话 /  2023年12月22日,,,,,"TV,中国,动画片,国产"
四季童年,四季童年,1话 /  2023年12月15日 / 王烨(王宁),,(少于10人评分),,,"剧场版,中国,动画,原创,国产,2024,3分.,王宁"
四格勇者,,10话 /  2023年7月17日 / 陈凯航 / 고지라군(坤) / 杨鹏,5.7,(47人评分),,,"奇幻,漫画改,战斗,中国,WEB,国产,异世界,搞笑,漫改,泡面番,2023年7月,韩国,2023,中国动画,TV,动画,国产动画,韩漫,无厘头,新番,勇者,四格勇者,md28339942,中国国产动画,国动,国泡面番,我有编辑,樊特姆动画,動畫片,低共鸣,已完结"
地狱乐,地獄楽,13话 /  2023年4月1日 / 牧田佳織 / 賀来ゆうじ（『地獄楽』集英社「ジャンプコミックス」刊） / 久木晃嗣；副人设：岸香織、五月麻帆、新妻大輔、りお,6.3,(4761人评分),Rank 6370,,"TV,日本,奇幻,漫画改,战斗,MAPPA,2023年4月,漫改,2023,冒险,和风,JUMP,猎奇,热血,日本动画,2023年,血腥,2020s,季番,2022,TVA,追番,4月,日漫,还行,地狱乐,牧田佳織,牧田佳织"
地风筝,,1话 /  2023年7月16日 / 李嘉航,,(少于10人评分),,,"短片,国产,2023,原创,中国,动画,寻光小宇宙奖,動畫片"
堕玄师,堕玄师,16话 /  2023年7月4日,,(少于10人评分),,,"漫画改,中国,WEB,国产,国漫,3D,漫改,2023年7月,2023,战斗,漫道文化,修炼"
境界战机：极钢装鬼,境界戦機 極鋼ノ装鬼,6话 /  2023年8月10日,4.4,(47人评分),,,"WEB,2023年7月,SUNRISE,2023,大张正己,原创,机战,科幻,泡面番,TV,萝卜,2020s,2023年,2020-2029,日本动画,战斗,机甲,表,robo,SUNRISEbeyond,木村暢,大張正己,2023夏,玻璃心,千葉翔也,木村畅,三木眞一郎,1分,Beyond"
夏梦回,夏夢迴,2023年10月13日(台中國際動畫影展) / 陳嘉賢、王曉杰,,(少于10人评分),,,"短片,动画片,国产,中国,Short,中国香港,ykyhvh,dyzh,香港"
夏末的细砂,夏末的细砂,1话 /  2023年9月29日 / 暗猫の祝福,,(少于10人评分),,,"短片,2023,国产,动画片,WEB,游戏改,中国,中国动画,喵太动画,暗猫の祝福"
外面下的不是雨，而是,外面下的不是雨，而是,1话 /  2023年9月6日 / 车,,(少于10人评分),,,"2023,国产,动画片,中国,短片,動畫片,BV1uw411U7J1"
关于养猫我一直是新手 第二季,夜は猫といっしょ シーズン2,30话 /  2023年3月8日 / 芦名みのる / キュルZ（「夜は猫といっしょ」／KADOKAWA刊） / たけはらみのる,6.6,(71人评分),Rank 3514,,"WEB,泡面番,日常,漫画改,2023年4月,猫,TV,漫改,2023,STUDIOPUYUKAI,日本,2023年,治愈,泡面,屹青,短篇,萌,已下,动画,2022年7月"
夜巡猫,夜廻り猫,15话 /  2023年3月20日 / 竹谷和真 / 深谷かほる / 松村理恵子,,(少于10人评分),,,"TV,日本,漫画改,子供向,2023,未定档,未确定,日本动画,TVA,动画,泡面番,種﨑敦美,竹谷和真,山田孝之,小学馆音乐&数字娱乐,小学館ミュージック&デジタルエンタテイメント,金杉弘子"
夜猫,,1话 /  2023年8月15日 / 林俊健,,(少于10人评分),,,"国产,短片,2023,原创,动画,中国,寻光小宇宙奖,BV1Yj411B7QG"
夢みるアル美,,2023-10-03 / 中島隆紀 / 秦綾子,,,,,"短片,日本,CM"
梦充夜,夢充夜,1话 /  2023年5月7日,5.0,(115人评分),Rank 8410,,"短片,游戏改,WEB,YostarPictures,2023,偶像,短篇,2023年,2020-2029,表,心理,游戏改编,奇幻,日本,动画,MV,日本动画,社会,平山宽菜"
满怀美梦的少年是现实主义者,夢見る男子は現実主義者,12话 /  2023年7月3日 / 古賀一臣 / おけまる（HJ文庫／ホビージャパン） / 小関雅,5.1,(1716人评分),Rank 8964,,"校园,TV,恋爱,日本,小说改,2023年7月,轻小说改,Studio五组,日常,2023,轻改,AXsiZ,搞笑,日本动画,Studio五組,未确定,后宫,横手美智子,狗粮,青春,还行,2023年,纯爱,小松未可子,古賀一臣"
大主宰,,52话 /  2023年6月30日,5.7,(47人评分),,,"战斗,玄幻,小说改,中国,WEB,国产,网文改,3D,2023,国漫,2023年7月,年番,无聊,TV,幻维数码,爽剧,幻维,修炼,爱奇艺,升级,季完,天蚕土豆"
大奥,大奥,10话 /  2023年6月29日 / 阿部記之 / よしながふみ「大奥」（白泉社・MELODY） / 佐藤陽子,6.6,(292人评分),Rank 4287,,"漫画改,女性向,历史,WEB,studiodeen,2023年7月,2023,Netflix,漫改,TV,宮野真守,スタジオディーン,后宫,猎奇,架空,动画,日本,性转,2023年4月,川井宪次,2020-2029,20年代,2020s,阿部記之"
大王饶命 第二季,大王饶命 第二季,12话 /  2023年12月30日 / 会说话的肘子,6.6,(159人评分),Rank 3968,,"小说改,中国,WEB,国产,搞笑,大火鸟文化,网文改,战斗,奇幻,2023,TV,玄幻,续集,国漫,续作,未定档,动画,2024年1月,3？,龙傲天,腾讯动漫"
大裂缝,,1话 /  2023年8月14日,,(少于10人评分),,,"短片,国产,2023,原创,动画,中国,寻光小宇宙奖,BV1r8411R7H6"
大雪海的卡纳,大雪海のカイナ,11话 /  2023年1月11日 / 安藤裕章 / 弐瓶勉（東亜重工） / 福士亮平、小谷杏子；人物设定协力：森山佑樹,5.0,(1676人评分),Rank 9075,,"科幻,TV,日本,原创,冒险,2023年1月,PolygonPictures,漫画改,弐瓶勉,2023,3D,漫改,泽野弘之,末世,奇幻,战斗,2023年,恋爱,TVA,异性恋,1月,追番,动画,季番,細谷佳正,安藤裕章"
大雪海的卡纳 星之贤者,大雪海のカイナ ほしのけんじゃ,1话 /  2023年10月13日 / 安藤裕章 / 弐瓶勉（東亜重工） / 福士亮平、小谷杏子；人物设定协力：森山佑樹,5.5,(349人评分),Rank 8355,,"剧场版,原创,PolygonPictures,2023,科幻,3D,2023年10月,冒险,末世,奇幻,高橋李依,弐瓶勉,SF,日本,漫画改,废土,2023年,5,日本动画,アニメ映画"
天下第一剑,天下第一剑,1话 /  2023年6月19日 / 左安杏梓,,(少于10人评分),,,"短片,国产,2023,武侠,中国,原创,动画片,寻光小宇宙奖,BV13o4y1E7G2,BV1yu4y1U72g,广州美术学院"
天体观测,天体観測,1话 /  2023年3月20日 / loundraw / loundraw,6.1,(317人评分),Rank 6560,,"原创,短片,2023,loundraw,FLATSTUDIO,MV,WEB,恋爱,动画短片,青春,成长,2023年,日本,种崎敦美,短篇,动画,音乐,日本动画,20s,TOHOanimationSTUDIO,非续作,2020s"
天国大魔境,天国大魔境,13话 /  2023年4月1日 / 森大貴 / 石黒正数「天国大魔境」（月刊アフタヌーン／講談社刊） / うつした(南方研究所)；副：吉田優子、渡辺愛,7.7,(13197人评分),Rank 469,,"科幻,悬疑,TV,日本,漫画改,Production.I.G,2023年4月,战斗,石黒正数,漫改,末世,2023,ProductionI.G,冒险,公路片,奇幻,废土,NTR,牛尾宪辅,牛尾憲輔,性转,2023年,Production_I.G,公路,末日,剧情,石黑正数,森大貴,森大贵"
天地无用！GXP 乐园始动篇,天地無用！GXP パラダイス始動編,6话 /  2023年5月26日,6.2,(26人评分),,,"OVA,AIC,2023,后宫,SF,日本动画,黒田洋介,日本,搞笑,原创,奇幻,动作,喜剧,天地無用,EXNOA,佐久間紅美,茂木滋,2023年5月,AIC、SaberProject,ワタナベシンイチ,梶島正樹"
天官赐福 第二季,天官赐福 第二季,12话 /  2023年10月18日 / 墨香铜臭,5.4,(112人评分),Rank 7666,,"BL,耽美,小说改,中国,WEB,国产,国漫,奇幻,2023年10月,战斗,2023,TV,动画,仙侠,3？,2023年,天官赐福"
太一剑仙传,,20话 /  2023年10月20日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,2023年10月,轻小说改,若鸿"
夫妻交欢～回不去的夜晚～,夫婦交歓～戻れない夜～,8话 /  2023年7月2日 / 則座誠 / ペーター・ミツル / 橋本真希,5.4,(353人评分),Rank 8412,,
头上的冬冬,,1话 /  2023年7月7日,,(少于10人评分),,,"短片,国产,2023,原创,动画,中国,寻光小宇宙奖,BV13z4y1J7BF"
奇奇和努娜2,奇奇和努娜2,104话 /  2023年6月6日,,,,,"WEB,中国,动画"
奔月赴宴,,1话 /  2023年1月21日,,(少于10人评分),,,"短片,国产,2023"
太太的恢复术 THE ANIMATION,奥さまの回復術 THE ANIMATION,1话 /  2023年7月28日 / ALICESOFT「奥さまの回復術」,5.5,(176人评分),Rank 7813,,
女神 OF THE ドロップス,,13话 /  2023年10月3日 / 天川亜美瑠,,(少于10人评分),,,"TV,日本,短片,2023"
女神咖啡厅,女神のカフェテラス,12话 /  2023年4月7日 / 桑原智 / 瀬尾公治（講談社「週刊少年マガジン」連載） / 野口征恒,5.9,(1452人评分),Rank 7538,,"后宫,TV,恋爱,日本,漫画改,2023年4月,党争,手塚PRODUCTION,日常,2023,漫改,搞笑,卖肉,职场,日本动画,手冢Production,肉,福利,2023年,肉番,动画,校园"
女神有点灵,,18话 /  2023年4月24日 / 아현(芽见),5.3,(10人评分),,,"校园,恋爱,奇幻,漫画改,中国,WEB,国产,2023年4月,3D,绚素文化,韩国原作改编,2？"
奶龙搞怪大作战,奶龙搞怪大作战,40话 /  2023-01-12 / 谢承恩,4.4,(18人评分),,,"WEB,搞笑,国产,2023,原创,神作,冒险,TV,3D,子供向,泡面番,国产之光,烂梗,贝利亚"
奶龙爆笑嘉年华,,35话 /  2023年7月6日,4.3,(30人评分),,,"WEB,2023,国产,神作,搞笑,里番,TV,原创,泡面番,BL,3D,子供向,后宫,国产之光,奶家俊,爱国,猎奇血腥,奶不灭,奶龙是杀不死的,今夜星光闪闪,贝利亚,烂梗"
她不当女主很多年,,16话 /  2023年4月22日 / 蓝艾草,5.3,(15人评分),,,"悬疑,小说改,中国,WEB,国产,2023年4月,百合,动画,长剧集,2023年,TV,国漫,搞笑,网文改,古风,恋爱,立羽文化,国产或合作动画,7+,md28339941,12:00,周六"
喜欢的人忘记戴眼镜了,好きな子がめがねを忘れた,13话 /  2023年7月4日 / 横峯克昌 / 藤近小梅 （掲載 月刊「ガンガンJOKER」スクウェア・エニックス刊） / 内田孝行,5.5,(2318人评分),Rank 8618,,"校园,TV,恋爱,日本,漫画改,2023年7月,GoHands,日常,2023,漫改,若山詩音,光污染,纯爱,轻小说改,日本动画,未确定,2023年,搞笑,青春,科幻,动画,轻改,横峯克昌"
如果历史是一群喵 宋辽金夏篇,,12话 /  2023年9月10日 / 肥志《如果历史是一群喵》（新浪微博@我是肥志 连载中）,6.2,(20人评分),,,"漫画改,萌系,历史,中国,WEB,国产,泡面番,2023,原创,动画,漫改,2023年10月,萌,国创,7,政治,可爱,TV,子供向,2023年9月,2023年夏,萌想文化,動畫片,5？,10:00,md20264951,喵,周日"
如福侍卫队,,26话 /  2023年6月30日,,(少于10人评分),,,"WEB,国产"
妊活霊～事故物件の怪～ 淫乱幽霊からは逃げられない…,,1话 /  2023年04月14日,5.2,(19人评分),,,
妖怪ウォッチ♪ ジバニャンVSコマさん もんげー大決戦だニャン,,1话 /  2023年1月13日,,(少于10人评分),,,"剧场版,OLM,子供向,2023,没加目录"
妖恥艶～○リビッチとえっちなおゆうぎ～,,1话 /  2023年03月03日,,(少于10人评分),,,
妖神记 第七季,,52话 /  2023年1月14日,5.8,(21人评分),,,"WEB,国产,玄幻,网文改,中国,恋爱,奇幻,第七季"
妙奇变身少女,妙奇变身少女,26话 /  2023年5月19日 / 裴佳燕,,,,,"TV,中国,动画片"
我实在不该私下瞒着妻子参加同人展,妻に黙って即売会に行くんじゃなかった,2话 /  2023年10月6日 / 『妻に黙って即売会に行くんじゃなかった』（みな本）,5.8,(297人评分),Rank 7388,,
姉辱尽くし,,2话 /  2023年11月24日 / 「姉辱尽くし」（さ〜くる・ヘモグロビン）,5.0,(102人评分),Rank 8336,,
娘に口内射精しまくる親父,,2023年03月10日,,(少于10人评分),,,
捡走被人悔婚的千金，教会她坏坏的幸福生活,婚約破棄された令嬢を拾った俺が、イケナイことを教え込む,12话 /  2023年10月4日 / 浅見隆司 / ふか田さめたろう（主婦と生活社刊） / 鈴木美音織,5.7,(1031人评分),Rank 8173,,"TV,恋爱,日本,奇幻,小说改,2023年10月,轻小说改,纯爱,治愈,2023,ZERO-G,轻改,日常,早见沙织,异世界,杉田智和,搞笑,2023年,早見沙織,日本动画,狗粮,厕纸,DigitalNetworkAnimation"
生孩子妊活部！,子作り妊活部！,2话 /  2023年11月10日 / 「子作り妊活部！入部してオタクに冷たいギャルとクールお姉さん系ギャルを孕ませます」（著：孕間せん 絵：こみちぽた 出版：フランス書院）,4.5,(94人评分),Rank 8739,,
宇宙护卫队：风暴力量,,1话 /  2023年4月29日 / 刘彭,,,,,"剧场版,中国,国产,动画,电审动字[2022]第017号"
完美世界 第四季,完美世界 第四季,52话 /  2023年10月6日 / 辰东,6.3,(116人评分),Rank 4957,,"战斗,玄幻,小说改,中国,WEB,国产,网文改,国漫,3D,2023,第四季,2023年,TV,后宫,动画,腾讯,3？,续作,续集,奇幻,年番,热血,龙傲天"
其实，我是最强的？,実は俺、最強でした？,12话 /  2023年7月1日 / 直谷たかし / 澄守彩「実は俺、最強でした？」（講談社Kラノベブックス刊） / 安田祥子、[副]扇多恵子,5.4,(1681人评分),Rank 8723,,"TV,日本,奇幻,小说改,异世界,2023年7月,龙傲天,轻小说改,妹控,厕纸,2023,轻改,兽耳,搞笑,开挂无敌,后宫,战斗,日本动画,萝莉,日常,穿越,转生,2023年,LOLI,妹,妹妹,StapleEntertainment,種崎敦美"
寝取られ秋葉様　清楚な彼女はいつでも使える生オナホ　昼パート,,1话 /  2023年2月4日,7.4,(45人评分),,,
寻灵大冒险 第三季,寻灵大冒险 第三季,26话 /  2023年5月1日,,,,,"TV,中国,动画片,（辽）动审字[2018]第006号"
寻灵大冒险 第二季,寻灵大冒险 第二季,26话 /  2023年3月31日,,,,,"TV,中国,动画片,（辽）动审字[2018]第006号"
小企鹅的冒险,,52话 /  2023年8月9日,,,,,"WEB,国产"
小刻的画图写话,小刻的画图写话,12话 /  2023年12月1日 / 五味子,6.6,(203人评分),Rank 3947,,"游戏改,日常,中国,WEB,泡面番,国产,原创,明日方舟,2023,2023年10月,动画,TV,泡面,游改,治愈,国创,中国动画,子供向,萝莉,萌,重力井动画,2023年12月"
小品一家人之神探修勾,小品一家人之神探修勾,21话 /  2023年10月17日,,,,,"中国,WEB"
小悪魔ツインテ妹ちゃんといちゃらぶ子作り,,1话 /  2023年03月05日,,(少于10人评分),,,
小绿和小蓝 第二季 魔王篇,小绿和小蓝Ⅱ 魔王篇,12话 /  2023年7月12日 / 陈钺晖、危天行 / Ocarina,5.3,(32人评分),,,"漫画改,中国,WEB,国产,2023年7月,泡面番,大火鸟文化,漫改,耽美,2023,TV,奇幻,短篇,日常,治愈,动画,搞笑,单元剧,吐槽,国创,小绿和小蓝第二季魔王篇,中国国产动画,国产网络动画,国产或合作动画,8min,小绿和小蓝Ⅱ魔王篇,md28339913,動畫片,笛子Ocarina,周三"
