name,name_cn,info,score,score_count,rank,type,tags
中国畅想曲,中国畅想曲,10话 /  2023年7月8日 / 张振兴、布志国、黎阳、沈一帆、倪子健、刘紫晨、常虹,,(少于10人评分),,,"WEB,剧集,国产,2023,中国动画,国产动画,中国,TV,动画片,md20310500,中国国产动画,国动"
丹道宗师,,40话 /  2023年2月27日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,泡面番,3D"
丹道至尊,丹道至尊,2023年12月22日 / 倪殷豪、叶青青、杨子川,,(少于10人评分),,,"原创,玄幻,中国,WEB,国产,动画,3D,泡面番,若鸿,10:00,周五,周二"
久保同学不放过我,久保さんは僕を許さない,12话 /  2023年1月10日 / 古賀一臣 / 雪森寧々（集英社「週刊ヤングジャンプ」連載） / 齊藤佳子,6.3,(2856人评分),Rank 6131,,"校园,TV,恋爱,日本,漫画改,2023年1月,PINEJAM,花澤香菜,日常,2023,漫改,搞笑,狗粮,2023年,纯爱,科幻,青春,花泽香菜,2023年4月,日本动画,治愈,恋爱喜剧,古賀一臣,久保同学不放过我系列"
乌龙院笑传,乌龙院笑传,52话 /  2023年12月19日,,(少于10人评分),,,"中国,WEB,动画片,国产"
乐乐熊安全手册,乐乐熊安全手册,26话 /  2023年1月4日 / 成宝钢,,,,,"TV,中国,动画片"
乙女向け同人アニメPV『モブ推しJKの悪役令嬢異世界転生～悲惨～』,,1话 /  2023年7月22日 / もふ緒,,(少于10人评分),,,"WEB,短片,2023,日本动画,PV,LuneSoupe"
九天玄帝诀 第五季 上半部,,52话 /  2023年11月20日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,若鸿"
九天玄帝诀 第四季,,52话 /  2023年5月1日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产"
九州缥缈录,,13话 /  2023年1月24日 / 钟沐龙,4.3,(18人评分),,,"奇幻,小说改,中国,WEB,国产,2023年1月,2023,3D,国漫,冒险,江南,九州,2023年春,5？,百漫文化"
九辰风云录,,40话 /  2023年7月11日 / 金毅文 / 魂圣《万道独尊》,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,3D,2023年7月,若鸿文化"
什么情况都不知道的转校生一个劲的凑过来。,事情を知らない転校生がグイグイくる。,13话 /  2023年4月9日 / 影山楙倫 / 川村拓 (掲載 月刊「ガンガンJOKER」スクウェア・エニックス刊) / 嘉手苅睦,6.3,(814人评分),Rank 6130,,"校园,TV,恋爱,日本,漫画改,2023年4月,日常,2023,漫改,治愈,小原好美,A-1Pictures,2023年,搞笑,动画,日本动画,福山潤,狗粮,2020-2029,St.Signpost"
五等分的新娘∽,五等分の花嫁∽,2话 /  2023年9月2日 / 宮本幸裕 / 春場ねぎ（講談社「週刊少年マガジン」） / 勝又聖人、潮月一也,6.6,(2123人评分),Rank 4266,,"校园,TV,恋爱,日本,漫画改,党争,2023年7月,SHAFT,OVA,2023,青春,漫改,日常,后宫,剧场版,宫本幸裕,搞笑,续作,BiburyAnimationStudios,松冈祯丞,番外,花泽香菜,2023年,TVSP,五等分的新娘"
五行战神,,50话 /  2023年6月24日,,(少于10人评分),,,"原创,玄幻,中国,WEB,国产,2023年7月,3D,若鸿文化"
人妻オナペット幸乃さん町内会温泉旅行全裸バスガイド！ The Motion Anime,,1话 /  2023年12月26日,,(少于10人评分),,,
不相信人类的冒险者们好像要去拯救世界,人間不信の冒険者たちが世界を救うようです,12话 /  2023年1月10日 / いまざきいつき / 富士伸太  （『人間不信の冒険者たちが世界を救うようです』MFブックス/KADOKAWA刊） / 長尾浩生,5.2,(1554人评分),Rank 8897,,"TV,日本,奇幻,冒险,小说改,2023年1月,异世界,轻小说改,GeekToys,2023,轻改,战斗,搞笑,厕纸,日常,日本动画,2023年,治愈,小林裕介,反套路,动画,追番,季番,不相信人类的冒险者们好像要去拯救世界"
今天开始闪耀登场,今天开始闪耀登场,15话 /  2023年3月30日 / 曹刚、赵斌,5.2,(11人评分),,,"漫画改,中国,WEB,国产,中国动画,国产动画,偶像,动画,国漫,伪娘,网络动画,ASKANIMATIONSTUDIO,中国国产动画,北京艾尼美图文化有限公司,2023年3月,酷儿角色,動畫片"
今日、わたしの物語が走ります。,,2话 /  2023年4月8日,5.7,(38人评分),,,"短片,日本,原创,CM,2023,广告,2023年,动物,体育,WEB,山下清悟,Aimer,JRA,2023年春,刈谷仁美单刷,teamクロマト,动画（WEB&CM）,OVA・WEBアニメ,令和5年,マカリア,刈谷仁美,短片与MV"
从红月开始,从红月开始,16话 /  2023年12月25日 / 黑山老鬼,6.2,(34人评分),,,"奇幻,小说改,中国,WEB,国产,网文改,国漫,TV,3D,2023,异能,国创,超能力,Animation,中年,动画,中国动画,福煦影视,克苏鲁,精神污染,4？,福煦,瞎眼"
付き合い始めて一週間の彼女の部屋に来た男の娘,,4话 /  2023年5月26日,,(少于10人评分),,,
仙武传,,26话 /  2023年3月19日 / 六界三道,4.8,(24人评分),,,"玄幻,小说改,中国,WEB,国产,国漫,网文改,2023,2023年4月,3D,国产连载动画"
仙武传 第二季,,52话 /  2023年9月24日 / 六界三道《仙武帝尊》,4.6,(18人评分),,,"玄幻,小说改,中国,WEB,国产,国漫,网文改,2023,第二季,3D,国产连载动画,太极小明(东尧)"
仙王的日常生活 第四季,,12话 /  2023年12月17日 / 枯玄,4.9,(161人评分),Rank 8741,,"奇幻,小说改,中国,WEB,国产,搞笑,龙傲天,校园,TV,动画,2023,国创,国漫,网文改,2024年1月,3？,2023年10月,第四季,好看,日本动画,战斗,2023年12月,降智,抄袭"
仙逆,仙逆,24话 /  2023年9月25日 / 耳根,6.8,(323人评分),Rank 3112,,"玄幻,小说改,中国,WEB,国产,国漫,修仙,2023,网文改,3D,国创,战斗,TV,奇幻,动画,2023年10月,武侠,6分"
以我为招,以我为招,1话 /  2023年6月30日 / 黄成希,,(少于10人评分),,,"短片,2023,国产,动画片,中国,CG,原创,短篇,中国动画,BV1yX4y1q7qq,黄成希"
伊藤润二《狂热集》,伊藤潤二『マニアック』,12话 /  2023年1月19日 / 田頭しのぶ / 伊藤潤二『伊藤潤二傑作集』『魔の断片』『伊藤潤二研究 ホラーの深淵から』（朝日新聞出版刊） / 田頭しのぶ,5.7,(583人评分),Rank 8053,,"漫画改,恐怖,WEB,伊藤润二,2023年1月,2023,漫改,studiodeen,Netflix,猎奇,短片集,TV,惊悚,悬疑,2023年,搞笑,日本动画,STUDIO_DEEN,动画,日本,续作,2020s,樱井孝宏,剧情"
伍六七之暗影宿命,伍六七之暗影宿命,10话 /  2023年1月18日 / 何小疯 / 何小疯 / 角色设计：黄格特、何小疯、杨泽卿、梁昕如、魏悦丞、杨泽卿、陈世豪,6.1,(1712人评分),Rank 6978,,"原创,战斗,中国,WEB,国产,2023年1月,小疯映画,热血,刺客伍六七,搞笑,2023,国漫,TV,武侠,奇幻,续作,中国动画,国产动画,日常,2023年,动画,冒险,国创,恋爱,番剧,季番,漫改,何小疯"
会議室で見つかる女の子,,1话 /  2023年6月9日,,(少于10人评分),,,
余象,,1话 /  2023年1月15日 / MV8,,(少于10人评分),,,"国产,短片,科幻,2023,原创,动画,中国,動畫片,寻光小宇宙奖"
你所追寻的光是什么？,你所追寻的光是什么？,1话 /  2023年9月26日 / 白猫；欧征洪，邓翔，闫家康，史陈晨，付星铭,,(少于10人评分),,,"2023,国产,短片,动画片,中国,中国动画,BV1ru41137LC,铅元素动画,白猫"
你的人生是我来迟了,你的人生是我来迟了,16话 /  2023年11月7日 / 蒲众,,(少于10人评分),,,"恋爱,漫画改,中国,职场,WEB,国产,动画,周二,11:00"
万事屋斋藤、到异世界,便利屋斎藤さん、異世界に行く,12话 /  2023年1月8日 / 窪岡俊之 / 一智和智（MFC / KADOKAWA刊） / たなべようこ,6.6,(3415人评分),Rank 4334,,"TV,日本,奇幻,漫画改,冒险,异世界,2023年1月,搞笑,日常,穿越,C2C,2023,漫改,战斗,東山奈央,恋爱,2023年,温馨,治愈,涩涩,日本动画,季番,追番,厕纸,魔法,窪岡俊之"
修罗武神,修罗武神,16话 /  2023年9月26日,6.5,(36人评分),,,"玄幻,小说改,中国,WEB,国产,国漫,2023,奇幻,战斗,修仙,TV,网文改,3D,复仇,动画,原力,网文,升级,国产连载动画,修炼,开挂"
偷窥,偷窥,2023年2月14日 / Aqin,,(少于10人评分),,,"短片,国产,2023,动画片,中国,動畫"
傲世九重天,,12话 /  2023年10月1日 / 周昌劼 / 风凌天下《傲世九重天》,4.7,(37人评分),,,"战斗,玄幻,小说改,中国,WEB,国产,网文改,2023,国漫,国产动画,3D,TV,异世界,垃圾,后宫,热血,中国元素,穿越,福煦影视,福煦,四等,穿越过去,原住民"
我的英雄学院 雄英HEROES BATTLE,僕のヒーローアカデミア 雄英ヒーローズ・バトル,1话 /  2023年10月20日 / 長崎健司 / 堀越耕平（集英社「週刊少年ジャンプ」連載） / 馬越嘉彦、小田嶋瞳；副人设：福田周平,4.3,(78人评分),Rank 8742,,"剧场版,OVA,BONES,2023,热血,战斗,我的英雄学院,漫画改,漫改,辱华,漫画,2023年10月,番外,日本,校园,动画,超能力,劇場版,黒田洋介,我的英雄學院,向井雅浩,2分,25.03.13,hao,長崎健司,少年漫,OVA·OAD"
我心里危险的东西,僕の心のヤバイやつ,12话 /  2023年4月1日 / 赤城博昭 / 桜井のりお（秋田書店「マンガクロス」連載） / 勝又聖人；副人物设定：瀬川健寿,7.8,(12443人评分),Rank 349,,"校园,TV,恋爱,日本,漫画改,2023年4月,牛尾宪辅,日常,SHIN-EI,漫改,花田十辉,纯爱,2023,搞笑,羊宮妃那,赤城博昭,青春,治愈,日本动画,シンエイ動画,狗粮,2023年,花田十輝,牛尾憲輔,季番,神作,TVA"
我心里危险的东西 推糟短篇,僕の心のヤバイやつ ツイヤバ,1话 /  2023年12月10日 / 桜井のりお（秋田書店「マンガクロス」連載）,7.2,(1385人评分),Rank 1821,,"校园,恋爱,漫画改,WEB,OVA,2023,SHIN-EI,短篇,漫改,赤城博昭,2023年10月,搞笑,日常,シンエイ動画,纯爱,番外,花田十辉,治愈,花田十輝,青春,短片,2023年,续作,日本,2020s,SP,已下载,我心里危险的东西"
我们的雨色协议,僕らの雨いろプロトコル,12话 /  2023年10月7日 / 加藤大志 / Team KITSUNE / 平山寛菜,3.1,(2252人评分),Rank 9351,,"TV,恋爱,日本,原创,日常,2023年10月,2023,扭曲,Quad,搞笑,雨宮天,竞技,神前晓,党争,妹妹,答辩,2023年,游戏,运动,动画,兄妹,小野贤章,后宫,电竞,加藤大志"
我们的雨色协议 迷你动画,僕らの雨いろプロトコル【ミニアニメ】,13话 /  2023年10月6日,4.0,(29人评分),,,"WEB,原创,2023,番外,2023年10月,SP,2023年,短片,泡面番,TV,Quad,泡面,妹,日本,日漫,2023秋,加藤大志,2023年秋,_3分,自我吐槽"
元尊 动态漫第四季：苍玄宗,,13话 /  2023年3月15日 / 天蚕土豆,,,,,"战斗,玄幻,中国,动态漫画"
克拉和玛依历险记,克拉和玛依历险记,1话 /  2023年3月22日 / 杜毅、丰志辉、李梦桃、张瑞,,,,,"剧场版,中国,国产,动画"
入社したらビッチな女先輩ばかりでハーレムになった。宅飲みで精液まで飲み干されることになった僕の話。,,1话 /  2023-11-24,,(少于10人评分),,,
全力兔子,全力ウサギ,12话 /  2023年10月7日 / 濁川敦 / イケダケイ、ビー・バード / 浦島美紀,,(少于10人评分),,,"TV,日本,漫画改,泡面番,2023,未确定,日本动画,子供向,森江美咲,ライジングフォース,濁川敦,テアトルアカデミー,RisingForce"
全职法师 第六季,全职法师Ⅵ,12话 /  2023年6月2日 / 原著：乱,5.3,(56人评分),Rank 6885,,"奇幻,小说改,中国,WEB,国产,网文改,中日合作,战斗,魔法,2023,2023年7月,国创,TV,续作,动画,校园,游戏,国产动画,剧情,3？,设定,中国动画,热血,第六季,福煦影视,福煦,動畫片,国产连载动画,烂,网络动画"
六道的恶女们,六道の悪女たち,12话 /  2023年4月7日 / 斉藤啓也 / 中村勇志（秋田書店 「週刊少年チャンピオン」刊） / 瀬川真矢、[副]大西秀明,5.3,(378人评分),Rank 8569,,"校园,TV,日本,漫画改,2023年4月,搞笑,Satelight,2023,奇幻,漫改,恋爱,日本动画,表,战斗,不良,后宫,2023年,日常,热血,动画,上坂すみれ,サテライト,漫画"
共学になった元男子校にチョロい性格の女の子がたった一人だけ入学したら・・・2 The Motion Anime,,2话 /  2023年11月24日 / んほぉ痴態,,(少于10人评分),,,
关喵什么事,,13话 /  2023年1月2日,6.2,(23人评分),,,"漫画改,日常,中国,WEB,国产,泡面番,2023,2023年1月,泡面,搞笑,漫改,TV,吾皇,关喵什么事,2023年春,8+"
兵主奇魂 第一季（下）,,12话 /  2023年1月24日 / 姜造,,(少于10人评分),,,"原创,玄幻,中国,WEB,国产,3D,5,5？,2023年春,无聊"
再见，Caz！,,1话 /  2023年5月9日,,(少于10人评分),,,"短片,国产,2023,原创,动画,中国,BV1Qh411V79R,寻光小宇宙奖"
因想当冒险者而前往大都市的女儿已经升到了S级,冒険者になりたいと都に出て行った娘がSランクになってた,13话 /  2023年9月28日 / 村田尚樹 / 門司柿家（アース・スターノベル刊） / 柴田淳、[副]丹澤学,5.2,(939人评分),Rank 8846,,"TV,日本,奇幻,战斗,小说改,2023年10月,轻小说改,异世界,父女,2023,早見沙織,轻改,亲情,养女儿,諏訪部順一,2023年,日常,厕纸,治愈,搞笑,冒险,未确定,日本动画,台风Graphics"
冬天的馈赠,冬のおくりもの,1话 /  2023年3月18日 / 寺澤和晃 / 川妻智美,5.6,(86人评分),Rank 6899,,"原创,WEB,短片,WITSTUDIO,2023,治愈,WIT_STUDIO,日本,动画,日本动画,5分,其它,短篇,寺泽和晃"
冰剑的魔术师将要统一世界,冰剣の魔術師が世界を統べる,12话 /  2023年1月5日 / たかたまさひろ / 御子柴奈々『冰剣の魔術師が世界を統べる 世界最強の魔術師である少年は、魔術学院に入学する』（講談社ラノベ文庫刊） / 下島誠；副人物设定：嵩本樹、王國年；人物设定协力：玉戸さお,3.9,(1900人评分),Rank 9307,,"后宫,TV,日本,奇幻,小说改,异世界,2023年1月,厕纸,轻小说改,龙傲天,2023,战斗,轻改,搞笑,校园,日本动画,2023年,横滨AnimationLABO,答辩,装逼,日常,本渡楓,CLOUDHEARTS"
凡人修仙传 新年番,,48话 /  2023年11月25日 / 王裕仁、林宇昂 / 忘语,7.9,(825人评分),Rank 379,,"战斗,小说改,青年向,中国,WEB,仙侠,国产,修仙,网文改,3D,凡人修仙传,玄幻,2023,国创,续集,国漫,TV,动画,中国动画,年番,国产动画,2023年10月,7分,2023年11月"
凡人修仙传 星海飞驰篇 序章,,4话 /  2023年7月30日,7.5,(655人评分),Rank 1031,,"战斗,小说改,青年向,中国,WEB,仙侠,国产,凡人修仙传,2023,国创,3D,修仙,网文改,2023年7月,玄幻,国漫,TV,续集,轻小说改,中国动画,后宫,国产动画,奇幻,动画,热血,3？,20s"
出花园,,1话 /  2023年6月24日 / 程灵钰,,(少于10人评分),,,"短片,国产,2023,原创,动画,中国,寻光小宇宙奖,BV11P411v7pj"
初恋时间。,初恋時間。,6话 /  2023年11月24日 / 『初恋時間。』（さいもん／ジーオーティー刊）,6.9,(834人评分),Rank 2961,,
剑域风云 第三季,,104话 /  2023年10月29日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,若鸿"
剑域风云 第二季,,52话 /  2023年1月15日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,2023年春"
剑骨,,2023年6月16日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,索以"
剧场版 Collar×Malice -deep cover- 前篇,劇場版 Collar×Malice -deep cover- 前編,1话 /  2023年5月26日 / わたなべひろし / オトメイト（アイディアファクトリー／Design Factory） / 番由紀子,5.2,(36人评分),,,"剧场版,游戏改,2023,乙女向,studiodeen,乙女,梶裕貴,本渡楓,声优,日本动画,未确定,女性向,『剧场版』,アニメ映画,2023年7月,2023年4月,劇場版アニメ,犯罪,补,推理,日本,スタジオディーン,斉藤壮馬"
剧场版 Collar×Malice -deep cover- 后篇,劇場版 Collar×Malice -deep cover- 後編,1话 /  2023年6月23日 / わたなべひろし / オトメイト（アイディアファクトリー／Design Factory） / 番由紀子,5.2,(32人评分),,,"剧场版,游戏改,2023,乙女向,studiodeen,乙女,本渡楓,梶裕貴,推理,斉藤壮馬,日本动画,アニメ映画,『剧场版』,2023年7月,スタジオディーン,日本,悬疑,女性向,补,劇場版アニメ,ハラダサヤカ,剧场&动影,2023年春,待上映,渡辺浩,わたなべひろし"
剧场版 心理测量者 PROVIDENCE,劇場版 PSYCHO-PASS サイコパス PROVIDENCE,1话 /  2023年5月12日 / 塩谷直義 / 恩田尚之；副人设：中村悟、松竹徳幸、竹内知海,6.8,(869人评分),Rank 3538,,"科幻,剧场版,原创,Production.I.G,2023,PSYCHO-PASS,冲方丁,战斗,ProductionI.G,2023年,悬疑,日本,反乌托邦,社会,续作,2023年4月,未确定,SF,赛博朋克,2024,动画,劇場版,犯罪,櫻井孝宏,心理测量者,盐谷直义"
剧场版 间谍过家家 代号：白,劇場版 SPY×FAMILY CODE: White,1话 /  2023年12月22日 / 片桐崇 / 遠藤達哉（集英社「少年ジャンプ＋」連載） / 嶋田和晃；副人设：石田可奈,6.7,(4351人评分),Rank 4163,,"剧场版,漫画改,战斗,日常,WITSTUDIO,2023,搞笑,CloverWorks,大河内一楼,间谍过家家,原创,家庭喜剧,漫改,2023年,治愈,日本,家庭,WIT_STUDIO,2023年10月,2024,动画电影,电影,续作,冒险,亲情,喜剧,动画,片桐崇"
剧场版 森林家族 來自芙蕾雅的礼物,劇場版 シルバニアファミリー フレアからのおくりもの,1话 /  2023年11月23日 / 小中和哉 / エポック社,,,,,"剧场版,日本,2023,国产,FREBARI"
剧场版 钢管舞公主!!,劇場版 ポールプリンセス!!,1话 /  2023年11月23日,6.1,(52人评分),Rank 4726,,"剧场版,2023,原创,偶像,龙之子,百合,龙之子Production,2023年10月,待田堂子,音乐,タツノコプロ,日本动画,少女,日本,小倉唯,アニメ映画,2020s,存盘,江副仁美"
剧场版 转生成为了只有乙女游戏破灭Flag的邪恶大小姐...,劇場版 乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった...,1话 /  2023年12月8日 / 井上圭介 / 山口悟（一迅社文庫アイリス／一迅社刊） / 大島美和；副：藤岡三徳、武志鵬,6.0,(412人评分),Rank 7071,,"喜剧,剧场版,恋爱,日本,奇幻,乙女,小说改,2023,搞笑,异世界,乙女向,SILVERLINK.,轻小说改,逆后宫,后宫,轻改,百合,内田真礼,恶役大小姐,续作,2023年,日常,恶役,日本动画,穿越,2024,2024年1月,转生恶役"
剧场版 美少女战士Cosmos 前篇,劇場版 美少女戦士セーラームーンCosmos 前編,1话 /  2023年6月9日 / 高橋知也 / 武内直子 / 只野和子,6.4,(67人评分),Rank 4182,,"剧场版,美少女战士,東映アニメーション,2023,漫画改,东映,studiodeen,东映动画,漫改,魔法少女,日本,2020s,动画,童年系列,スタジオディーン,2023年4月,2020-2029,2023年,STUDIO_DEEN,日本动画,少女向"
剧场版 美少女战士Cosmos 后篇,劇場版 美少女戦士セーラームーンCosmos 後編,1话 /  2023年6月30日 / 高橋知也 / 武内直子 / 只野和子,6.5,(66人评分),Rank 3743,,"剧场版,2023,東映アニメーション,美少女战士,漫画改,studiodeen,东映动画,恋爱,东映,魔法少女,2023年4月,スタジオディーン,2020s,日本,漫改,2023年,2020-2029,续作,少女向,高橋知也"
剧场版IDOLiSH7 LIVE 4bit BEYOND THE PERiOD,劇場版アイドリッシュセブン LIVE 4bit BEYOND THE PERiOD,2话 /  2023年5月20日 / 錦織博、山本健介 / バンダイナムコオンライン／都志見文太 / 宮崎瞳,7.1,(24人评分),,,"剧场版,2023,偶像,游戏改,orange,音乐,アニメ映画,2023年,『剧场版』,2020-2029,日本动画,励志,青春,近藤隆,小野贤章,斉藤壮馬,IDOLiSH7,錦織博,山本健介,都志見文太,2023年春,待上映,オレンジ,佐藤聡美,小野賢章"
剧场版ARGONAVIS AXIA,劇場版アルゴナビス AXIA,1话 /  2023年3月24日 / 森川滋（紅優）,,(少于10人评分),,,"剧场版,2023,三次元,乐队,音乐,サンジゲン,日本动画,劇場版アニメ,SANZIGEN,游戏改,アニメ映画,偶像,邦邦,紅優,小笠原仁,森川滋,毛利亘宏,伊藤昌弘,番外衍生,b级,企划改,日向大輔,待上映,跨平台企划,邦男人"
剧场版 城市猎人 天使之泪,劇場版シティーハンター 天使の涙,1话 /  2023年9月8日 / 竹内一義 / 北条司 / 高橋久美子、北澤精吾,5.6,(34人评分),,,"剧场版,2023,SUNRISE,战斗,Aniplex,未确定,アニメ映画,2023年,漫改,日本,动作,原创,サンライズ,漫画改,日本动画,北条司,岩崎琢,犯罪,喜剧,TheAnswerStudio,むとうやすゆき,待上映,竹内一义,武藤康之,北泽精吾,竹内一義　武藤康之,日昇动画、TheAnswerStudio,2023年9月,神谷明,城市猎人"
剧场总集篇 SSSS.电光机王,劇場総集編 SSSS.DYNAZENON,1话 /  2023年3月10日 / 宮島善博 / グリッドマン / 坂本勝，中村真由美（副）,7.0,(242人评分),Rank 2633,,"剧场版,原创,TRIGGER,2023,总集篇,特摄,恋爱,SSSS.GRIDMAN,科幻,雨宮哲,机战,萝卜,robo,雨宫哲,日本动画,2020s,动画,日本,纯爱,若山詩音,已保存,屹青"
剧场总集篇 SSSS.古立特,劇場総集編 SSSS.GRIDMAN,1话 /  2023年1月20日 / 金子祥之 / グリッドマン / 坂本勝、中村真由美（副）,6.6,(197人评分),Rank 3962,,"剧场版,原创,TRIGGER,2023,总集篇,A-1Pictures,萝卜,机战,特摄,雨宮哲,科幻,SSSS.GRIDMAN,未上映,2023年1月,雨宫哲,日本动画,恋爱,动画,日本,2020s,战斗,2020-2029,已保存"
功夫王之萌虎上山,,1话 /  2023年9月29日,,,,,"剧场版,中国,国产"
动漫大贺岁-福兔呈祥,动漫大贺岁-福兔呈祥,2话 /  2023年1月20日,,,,,"中国,WEB,动画片"
动车侠·未来高铁城,,52话 /  2023年3月13日 / 张卫东,,(少于10人评分),,,"TV,中国"
动车侠之城市守卫者,,26话 /  2023年12月12日 / 张卫东,,,,,"TV,中国"
勇者死了！,勇者が死んだ！,12话 /  2023年4月6日 / 久城りおん / 「勇者が死んだ！」スバルイチ（小学館「マンガワン」連載） / 薮本陽輔,5.7,(2433人评分),Rank 8281,,"TV,日本,奇幻,漫画改,战斗,搞笑,2023年4月,异世界,LIDENFILMS,漫改,2023,后宫,卖肉,LINDENFILMS,冒险,日本动画,厕纸,福利,2023年,恋爱,季番,动画,肉,4月,2020s,过膝袜"
勇者姬米莉亚,勇者姫ミリア,3话 /  2023年12月22日,3.7,(86人评分),Rank 9123,,
勇者姬米莉亚 Motion Anime,勇者姫ミリア モーションアニメ,2话 /  2023年10月06日,4.8,(13人评分),,,
北极百货店的接待员,北極百貨店のコンシェルジュさん,1话 /  2023年10月20日 / 板津匡覧 / 西村ツチカ 『北極百貨店のコンシェルジュさん』 （小学館「ビッグコミックススペシャル」刊） / 森田千誉,6.6,(430人评分),Rank 4343,,"剧场版,日本,奇幻,漫画改,职场,2023,ProductionI.G,Production.I.G,治愈,2023年10月,漫改,动画电影,Production_I.G,动物,2023年,2020s,日常,津田健次郎,ProductionIG,Production,日本动画,剧场,furry,6分,I.G,板津匡覧"
区区不才，在下野怪,,12话 /  2023年4月16日 / 庄易,5.7,(38人评分),,,"奇幻,漫画改,穿越,中国,WEB,国产,网游,3D,长剧集,国创,搞笑,TV,动画,2023年4月,游戏,中国动画,国产动画,2023年,2023,国漫,国产或合作动画,区区不才在下野怪,md28339947,女拳,我有编辑,動畫片,国动"
区区不才，在下野怪 第二季,区区不才，在下野怪 第二季,16话 /  2023年7月2日,4.9,(22人评分),,,"奇幻,漫画改,穿越,中国,WEB,2023年7月,国产动画,国产,长剧集,2023年,游戏,TV,续集,中国动画,动画,区区不才，在下野怪,区区不才在下野怪第二季,md28339947,重庆爆裂社动漫,星期日播出,12:00,爆裂社,動畫片,中国国产动画,元气蛙动漫,周日,国产或合作动画"
十方剑圣,,18话 /  2023年7月1日 / 詹德方、鲁俊 / 贪睡的龙,,(少于10人评分),,,"WEB,国产,中国,3D,2023年7月,国漫"
十方武圣,,16话 /  2023年11月10日,5.4,(13人评分),,,"战斗,玄幻,小说改,中国,WEB,国产,2023,国漫,3D,动画,网文改,福煦,11:00,md28339928,周五"
午后的迷茫,午後的迷茫,1话 /  2023年10月20日(台灣國際酷兒影展) / 李永傑,,(少于10人评分),,,"短片,国产,2020-2029,中国"
半神之境,,20话 /  2023年6月21日,,(少于10人评分),,,"玄幻,小说改,中国,WEB,国产,2023年7月,3D"
友達の母,,1话 /  2023年09月22日,,(少于10人评分),,,
台风天,,1话 /  2023年8月8日,,(少于10人评分),,,"2023,国产,短片,动画短片,动画,中国,寻光小宇宙奖,BV1hj411z7y9"
同居する粘液,,2话 /  2023年11月10日,4.7,(147人评分),Rank 8836,,
同梦之旅,,1话 /  2023年2月28日 / 宋琢珂,,(少于10人评分),,,"中国,WEB,短片,2023年,宝可梦,pokemon,国产,短篇,动画,Animation,2023,游戏改,子供向,2023年2月"
同級生の幼馴染にエロ同人みたいなことする。 The Motion Anime,,1话 /  2023年08月25日,,(少于10人评分),,,
名侦探柯南 灰原哀物语～黑铁的神秘列车～,名探偵コナン 灰原哀物語～黒鉄のミステリートレイン～,1话 /  2023年1月6日 / 青山剛昌「名探偵コナン」（小学館「週刊少年サンデー」連載中）,6.0,(201人评分),Rank 6751,,"剧场版,漫画改,总集篇,2023,名侦探柯南,TMS,漫改,推理,2023年1月,柯南,2023年,名探偵コナン,灰原哀,日本,动画,TV,悬疑,『剧场版』,2020s,山本泰一郎,林原めぐみ,anime,恋爱,已下载,20s,魔幻"
名侦探柯南 黑铁的鱼影,名探偵コナン 黒鉄の魚影,1话 /  2023年4月14日 / 立川譲 / 青山剛昌「名探偵コナン」（小学館「週刊少年サンデー」連載中） / 須藤昌朋,6.7,(3022人评分),Rank 4062,,"剧场版,原创,推理,名侦探柯南,2023,灰原哀,TMS,柯南,立川譲,2023年4月,名探偵コナン,漫画改,电影,漫改,立川让,恋爱,悬疑,日本,战斗,2023年,科幻,TMSEntertainment,搞笑,动作,动画,トムス・エンタテインメント,续作,柯哀"
名探偵ピカチュウ ～華麗なるモーニングルーティン～,,1话 /  2023年10月25日,,(少于10人评分),,,"WEB,子供向,游戏改,PolygonPictures,2023年10月,2023年,2023,Short_film,Polygon"
向猫告别,向猫告别,1话 /  2023年6月18日 / 角色设计：灰色菓儿(灰色菓子),6.1,(16人评分),,,"短片,国产,2023,原创,动画片,动画短片,OVA,中国,四川音乐学院成都美术学院"
你想活出怎样的人生,君たちはどう生きるか,1话 /  2023年7月14日 / 宮崎駿 / 宮崎駿,7.2,(6196人评分),Rank 1772,,"剧场版,日本,奇幻,原创,宫崎骏,吉卜力,2023,动画电影,治愈,小说改,宮崎駿,2023年7月,久石让,日本动画,GHIBLI,神作,冒险,2023年,电影,意识流,2024,人生,2020s,大平晋也,映画"
超超超超超喜欢你的100个女朋友,君のことが大大大大大好きな100人の彼女,12话 /  2023年10月8日 / 佐藤光 / 中村力斗・野澤ゆき子 （集英社「週刊ヤングジャンプ」連載） / 矢野茜；副人设：西山実果,7.3,(8656人评分),Rank 1353,,"后宫,TV,恋爱,日本,漫画改,搞笑,2023年10月,逆天,校园,BiburyAnimationStudios,2023,漫改,倒贴,日常,Bibury,百合,纯爱,恋爱喜剧,2023年,奇幻,2023年7月,卖肉,喜剧,抽象,沙雕,TVA,佐藤光,矢野茜"
